ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Average_Ticket,Total_Dependents,Accepted_Campaigns_Total,Campaign_Total_Contacts,Campaign_Total_Accepted,Value_Segment,Family_Segment,Income_Segment,Spending_Segment,Dependent_Composition,Marital_Status_Grouped,Dominant_Channel,Channel_Segment,Dominant_Category,Web_Purchase_Visit_Ratio,Tenure_Group,Is_Premium,Is_High_Income_Low_Spending,Is_Multichannel,Is_Web_Curious,Is_Discount_Sensitive,Is_Loyal,Is_Early_High_Value,Is_Cold,Strategic_Tags,Primary_Strategic_Segment,PCA_PC1,PCA_PC2
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,29,378,172,8,21.5,1,1,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto medio-bajo,Con niños,En pareja,Web,Multicanal,Carnes,0.4444444444444444,Estable,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,2.0078003940926754,-0.18329697199496833
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,34,188,664,19,34.94736842105263,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto medio-alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Vinos,1.5,Reciente,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.0547131975758361,1.2369392075711123
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,51,254,928,21,44.19047619047619,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso alto,Gasto medio-alto,Con adolescentes,Sin pareja reportada,Catálogo,Multicanal,Vinos,1.3333333333333333,Reciente,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-0.7505686687954137,0.10600641792536697
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,47,668,2074,29,71.51724137931035,0,0,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Vinos,1.5714285714285714,Leal,True,False,True,False,False,True,False,True,Premium | Inactivo o frío | Leal | Multicanal,Premium,-1.4605932522215266,-2.560509989713208
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,32,339,467,14,33.357142857142854,0,0,2240,334,Resto,Sin dependientes,Ingreso medio,Gasto medio-alto,Sin dependientes,En pareja,Web,Multicanal,Pescado,1.0,Reciente,False,False,True,False,False,False,False,False,Multicanal,Multicanal,1.2830525004673727,-0.12565540540919465
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,59,248,257,10,25.7,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto medio-bajo,Con adolescentes,En pareja,Tienda,Multicanal,Vinos,0.6,Reciente,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,0.3594959808779958,0.5706783724306972
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,47,192,1146,16,71.625,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Catálogo,Multicanal,Vinos,2.0,Reciente,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,-2.010501841761756,0.8076470838116571
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,38,479,689,18,38.27777777777778,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso alto,Gasto medio-alto,Con adolescentes,Sin pareja reportada,Tienda,Multicanal,Vinos,1.25,Estable,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,-0.695841227532382,-0.6980852241038589
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,42,655,2114,21,100.66666666666667,0,0,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Vinos,2.5,Leal,True,False,True,False,False,True,False,True,Premium | Inactivo o frío | Leal | Multicanal,Premium,-3.10980606485967,-1.9708609500917822
1501,1982,PhD,Married,160803.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,32,694,1717,29,59.206896551724135,0,0,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Catálogo,Multicanal,Carnes,,Leal,True,False,True,False,True,True,False,False,Premium | Leal | Sensible a descuentos | Multicanal,Premium,-2.960174456395366,-1.4806147134526495
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,25,44,1346,20,67.3,0,2,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Tienda,Multicanal,Vinos,3.0,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-2.209979935712085,1.520875895632409
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,45,272,1044,14,74.57142857142857,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto medio-alto,Sin dependientes,En pareja,Catálogo,Multicanal,Carnes,2.0,Reciente,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.676323520725863,0.7392677255658764
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,54,633,493,16,30.8125,1,1,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-alto,Con adolescentes,Sin pareja reportada,Tienda,Multicanal,Vinos,0.6666666666666666,Leal,False,False,True,False,True,True,False,True,Inactivo o frío | Leal | Sensible a descuentos | Multicanal,Inactivo o frío,0.20207920669376875,-1.4876980906877013
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,44,308,957,12,79.75,0,0,2240,334,Resto,Sin dependientes,Ingreso medio,Gasto medio-alto,Sin dependientes,Sin pareja reportada,Web,Multicanal,Vinos,2.5,Reciente,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.3768888440234117,0.33507786520425487
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,56,352,270,9,30.0,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-bajo,Con adolescentes,En pareja,Empate,Multicanal,Mixta,0.3333333333333333,Reciente,False,False,True,False,True,False,False,True,Inactivo o frío | Sensible a descuentos | Multicanal,Inactivo o frío,-0.13546028074195052,0.34384162077269975
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,62,239,29,4,7.25,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto bajo,Sin dependientes,En pareja,Tienda,Multicanal,Gold,0.16666666666666666,Reciente,False,False,True,False,False,False,False,False,Multicanal,Multicanal,1.5566144326461553,0.9411986659841876
6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,65,396,121,6,20.166666666666668,2,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-bajo,Niños y adolescentes,Sin pareja reportada,Empate,Multicanal,Vinos,0.2857142857142857,Estable,False,False,True,True,True,False,False,False,Web curioso | Sensible a descuentos | Multicanal,Web curioso,0.6982139085115263,0.05018709784480467
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,53,338,126,7,18.0,2,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-bajo,Con adolescentes,En pareja,Tienda,Multicanal,Vinos,0.6666666666666666,Reciente,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,-0.536887047048709,0.3794346268489672
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,19,95,23,3,7.666666666666667,0,0,2240,334,Resto,Sin dependientes,Ingreso bajo,Gasto bajo,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Carnes,0.16666666666666666,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,1.4930178925991462,1.3142767181444177
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,65,447,57,5,11.4,2,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso bajo,Gasto bajo,Niños y adolescentes,Sin pareja reportada,Tienda,Multicanal,Carnes,0.25,Estable,False,False,True,True,True,False,False,False,Web curioso | Sensible a descuentos | Multicanal,Web curioso,1.5999713284308537,-0.3350062086143256
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,53,238,636,18,35.333333333333336,0,0,2240,334,Resto,Sin dependientes,Ingreso medio,Gasto medio-alto,Sin dependientes,Sin pareja reportada,Web,Multicanal,Vinos,1.3333333333333333,Reciente,False,False,True,False,False,False,False,False,Multicanal,Multicanal,0.1461209049964876,0.43304061606125266
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,54,81,1004,27,37.18518518518518,0,1,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto medio-alto,Sin dependientes,En pareja,Empate,Multicanal,Vinos,2.5,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.6658402408498552,1.1664084275188193
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,41,285,734,17,43.1764705882353,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso alto,Gasto medio-alto,Con adolescentes,Sin pareja reportada,Web,Multicanal,Vinos,2.25,Reciente,False,False,True,False,True,False,False,True,Inactivo o frío | Sensible a descuentos | Multicanal,Inactivo o frío,-1.2088312492290176,0.08245861844950737
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,36,109,614,18,34.111111111111114,2,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto medio-alto,Con niños,En pareja,Empate,Multicanal,Vinos,2.0,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-0.7916199070726841,1.2744514734208037
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,36,138,1453,18,80.72222222222223,1,1,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso alto,Gasto alto,Con adolescentes,Sin pareja reportada,Tienda,Multicanal,Vinos,0.625,Nuevo,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,-0.6519800019321431,0.15819861221301676
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,26,61,1621,14,115.78571428571429,0,3,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Vinos,3.0,Nuevo,True,False,True,False,False,False,False,False,Premium | Multicanal,Premium,-2.836439740152826,1.3204107462434733
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,46,185,187,9,20.77777777777778,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-bajo,Con niños,Sin pareja reportada,Empate,Multicanal,Vinos,0.5714285714285714,Reciente,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,1.0473119329103502,0.8673536352510212
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,28,535,1443,20,72.15,1,2,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto alto,Con niños,En pareja,Empate,Multicanal,Vinos,2.0,Leal,False,False,True,False,False,True,False,True,Inactivo o frío | Leal | Multicanal,Inactivo o frío,-1.3885077704812558,-1.3192902434069669
4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,44,2,57,5,11.4,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso bajo,Gasto bajo,Con niños,Sin pareja reportada,Tienda,Multicanal,Vinos,0.5,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,0.16742294679378622,2.384201413421992
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,63,445,637,18,35.388888888888886,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-alto,Con adolescentes,Sin pareja reportada,Web,Multicanal,Vinos,1.125,Estable,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,0.5512147837088779,-0.9339446350259824
3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,66,220,948,11,86.18181818181819,1,1,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto medio-alto,Con adolescentes,En pareja,Tienda,Multicanal,Vinos,0.2857142857142857,Reciente,False,False,True,True,True,False,False,True,Web curioso | Inactivo o frío | Sensible a descuentos | Multicanal,Web curioso,-0.773637062530402,-0.09002865910729214
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,43,535,59,4,14.75,1,1,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto bajo,Con niños,En pareja,Tienda,Multicanal,Vinos,0.14285714285714285,Leal,False,False,True,True,False,True,False,False,Web curioso | Leal | Multicanal,Web curioso,1.5094076507572356,-0.517447694046919
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,28,352,18,3,6.0,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto bajo,Con niños,En pareja,Tienda,Multicanal,Gold,0.125,Reciente,False,False,True,True,False,False,False,False,Web curioso | Multicanal,Web curioso,2.244553412892227,0.1296045497048712
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,49,616,903,22,41.04545454545455,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-alto,Con adolescentes,Sin pareja reportada,Tienda,Multicanal,Vinos,1.4,Leal,False,False,True,False,True,True,False,False,Leal | Sensible a descuentos | Multicanal,Leal,-0.43779409141437137,-1.2718069149939295
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,39,494,112,6,18.666666666666668,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso bajo,Gasto medio-bajo,Con niños,Sin pareja reportada,Tienda,Multicanal,Gold,0.3333333333333333,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,1.3393042084194282,-0.22266290232037156
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,61,411,596,17,35.05882352941177,0,0,2240,334,Resto,Sin dependientes,Ingreso medio,Gasto medio-alto,Sin dependientes,En pareja,Tienda,Multicanal,Vinos,1.25,Estable,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,-0.7171417275787818,-0.06716936123867966
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,32,326,233,10,23.3,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-bajo,Con niños,En pareja,Tienda,Multicanal,Vinos,0.5714285714285714,Reciente,False,False,True,False,True,False,False,True,Inactivo o frío | Sensible a descuentos | Multicanal,Inactivo o frío,0.966828371044099,-0.048142715658961124
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,39,569,1511,10,151.1,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Tienda,Multicanal,Vinos,3.0,Leal,False,False,True,False,False,True,False,False,Leal | Multicanal,Leal,-2.420090472680124,-0.9678699294311369
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,54,644,1152,16,72.0,0,1,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Carnes,2.5,Leal,False,False,True,False,False,True,False,False,Leal | Multicanal,Leal,-2.3527294446334577,-1.0899119816385414
1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,36,503,48,5,9.6,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto bajo,Con niños,En pareja,Tienda,Multicanal,Carnes,0.2857142857142857,Estable,False,False,True,True,False,False,False,False,Web curioso | Multicanal,Web curioso,1.8712860751872975,-0.4970460629840938
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,44,455,1185,25,47.4,1,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto alto,Con adolescentes,Sin pareja reportada,Web,Multicanal,Vinos,1.8333333333333333,Estable,False,False,True,False,True,False,False,True,Inactivo o frío | Sensible a descuentos | Multicanal,Inactivo o frío,-0.5649941601372682,-0.9877170118671743
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,92,21,3,7.0,2,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto bajo,Niños y adolescentes,Sin pareja reportada,Tienda,Multicanal,Vinos,0.14285714285714285,Nuevo,False,False,True,True,False,False,False,False,Web curioso | Multicanal,Web curioso,0.9153917883076483,1.4141892495932673
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,49,557,965,14,68.92857142857143,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto medio-alto,Con adolescentes,En pareja,Empate,Multicanal,Vinos,1.25,Leal,False,False,True,False,False,True,False,False,Leal | Multicanal,Leal,-1.2822658371771711,-0.7617293936135563
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,60,423,869,20,43.45,0,0,2240,334,Resto,Sin dependientes,Ingreso medio,Gasto medio-alto,Sin dependientes,En pareja,Web,Multicanal,Vinos,1.5714285714285714,Estable,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,-0.3255923354369448,-0.8869224939010181
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,30,37,16,4,4.0,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto bajo,Con niños,En pareja,Tienda,Multicanal,Mixta,0.14285714285714285,Nuevo,False,False,True,True,False,False,False,False,Web curioso | Multicanal,Web curioso,2.0668116067273457,1.599701503702847
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,49,501,1947,15,129.8,0,0,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Catálogo,Multicanal,Mixta,1.6666666666666667,Estable,True,False,True,False,False,False,False,True,Premium | Inactivo o frío | Multicanal,Premium,-2.4350495721094934,-1.2125146339630883
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,38,697,71,7,10.142857142857142,1,1,2240,334,Resto,Con dependientes en pareja,Ingreso bajo,Gasto medio-bajo,Con niños,En pareja,Web,Multicanal,Gold,0.4444444444444444,Leal,False,False,True,False,True,True,False,False,Leal | Sensible a descuentos | Multicanal,Leal,2.8840118788506346,-1.419233967171995
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,48,21,65,5,13.0,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto bajo,Con adolescentes,En pareja,Tienda,Multicanal,Vinos,0.3333333333333333,Nuevo,False,False,True,False,False,False,False,True,Inactivo o frío | Multicanal,Inactivo o frío,0.6966297014119124,1.4330984726926372
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,59,218,1380,23,60.0,0,1,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Tienda,Multicanal,Carnes,3.0,Reciente,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-2.599701567225033,0.4980972047839259
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,38,155,1027,22,46.68181818181818,0,0,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto medio-alto,Sin dependientes,Sin pareja reportada,Tienda,Multicanal,Vinos,3.0,Nuevo,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-2.002393023765953,1.2017173901191538
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,49,261,411,14,29.357142857142858,3,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-alto,Niños y adolescentes,En pareja,Web,Multicanal,Vinos,0.8571428571428571,Reciente,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,0.3218708985620245,0.1953892827984787
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,23,440,836,25,33.44,0,1,2240,334,Resto,Sin dependientes,Ingreso alto,Gasto medio-alto,Sin dependientes,En pareja,Web,Multicanal,Vinos,2.75,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.2348963620253248,-0.32419525170745267
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,65,275,11,3,3.6666666666666665,2,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso bajo,Gasto bajo,Niños y adolescentes,Sin pareja reportada,Tienda,Monocanal,Vinos,0.0,Reciente,False,False,False,False,False,False,False,False,Base general,Base general,0.6351613837210169,0.8626537387174552
610,1953,PhD,Together,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,61,691,480,15,32.0,2,0,2240,334,Resto,Con dependientes en pareja,Ingreso medio,Gasto medio-alto,Niños y adolescentes,En pareja,Web,Multicanal,Vinos,0.875,Leal,False,False,True,False,True,True,False,False,Leal | Sensible a descuentos | Multicanal,Leal,0.5166526860065894,-1.8491845795340967
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,36,382,606,16,37.875,2,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto medio-alto,Niños y adolescentes,En pareja,Tienda,Multicanal,Vinos,1.3333333333333333,Estable,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,-0.807997560285165,0.09644276365171374
5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,66,256,284,11,25.818181818181817,3,0,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso medio,Gasto medio-bajo,Niños y adolescentes,Sin pareja reportada,Web,Multicanal,Vinos,0.75,Reciente,False,False,True,False,True,False,False,True,Inactivo o frío | Sensible a descuentos | Multicanal,Inactivo o frío,0.7364781302512424,0.1285302850404891
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,41,263,1472,11,133.8181818181818,2,3,2240,334,Resto,Con dependientes sin pareja reportada,Ingreso alto,Gasto alto,Niños y adolescentes,Sin pareja reportada,Empate,Multicanal,Vinos,0.8,Reciente,False,False,True,False,True,False,False,False,Sensible a descuentos | Multicanal,Sensible a descuentos,-1.9438450223135149,-0.019483604022782094
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,65,61,1677,25,67.08,0,3,2240,334,Alto valor,Sin dependientes,Ingreso alto,Gasto alto,Sin dependientes,En pareja,Tienda,Multicanal,Vinos,2.0,Nuevo,True,False,True,False,False,False,False,False,Premium | Multicanal,Premium,-2.7624348701957233,1.148430903491947
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,41,457,1335,17,78.52941176470588,1,0,2240,334,Resto,Con dependientes en pareja,Ingreso alto,Gasto alto,Con adolescentes,En pareja,Web,Multicanal,Vinos,2.0,Estable,False,False,True,False,False,False,False,False,Multicanal,Multicanal,-1.3659618173442465,-0.7916734502336712
